Id,Pfunction,Function,Mandate,Function Objective,Function KPIs,Resource,المخرجات,Processes,Gov
30,هيئة الإمداد والتموين,إدارة مراقبة المخزون,"تنسيق جميع عمليات الاستدامة الحالية الخاصة بوزارة الحرس الوطني، بما في ذلك الإمداد والتوزيع والصيانة والتعافي وعمليات الخدمات الطبية الميدانية.  ",,,488,,"تطوير تقديرات الموظفين الحاليين العاملين في العمليات اللوجستية لدعم اتخاذ القرار
تنسيق عمليات الإمداد والتوزيع والمعدات والصيانة والخدمات الطبية الميدانية
الحفاظ على مراقبة لوجستية تشمل جميع التخصصات اللوجستية في مركز عمليات وزارة الحرس الوطني",
30,هيئة الإمداد والتموين,إدارة خطط الإمداد ,"قيادة كل عمليات التخطيط اللوجستي لتكوين القوات والعمليات، ودعم التخطيط التشغيلي بقيادة إدارة العمليات والخطط وتخطيط الشؤون العسكرية والمدنية بتقديرات لوجستية ومفاهيم داعمة",,,51,," 
قيادة كل عمليات التخطيط المستقبلي للنتائج المتعلقة باللوجستيات
المساهمة بالخبرة اللوجستية في جميع عمليات التخطيط التشغيلي بقيادة إدارة العمليات والخطط و تخطيط الشؤون العسكرية والمدنية، وتطوير مفاهيم الدعم اللوجستي 
بالتعاون مع إدارة القوات والقدرات، تنفيذ خطط إرسال المعدات وترتيبات سلسلة الإمداد الجديدة والمرافق الجديدة / المعدلة ",
30,هيئة الإمداد والتموين,إدارة عمليات الإمداد ,"وضع سياسات التخزين  الخاصة بوزارة الحرس الوطني والحفاظ على الإشراف المستقل على نظام إمداد وزارة الحرس الوطني، بما في ذلك مستويات المخزون والامتثال التنظيمي ",,,98,,"
 
وضع التقييمات الكمية والتوصيات لمستويات التخزين لوزارة الحرس الوطني
تتبع ومراقبة مستويات المخزون لجميع فئات الإمداد عبر وزارة الحرس الوطني
مخزون متعدد المستويات كما هو مطلوب لتلبية متطلبات جاهزية وزارة الحرس الوطني
ضمان امتثال وزارة الحرس الوطنيللوائح الخاصة بإدارة المخازن الحكومية",
31,هيئة الخطط,هيئة الخطط,"إعداد منتجات التخطيط على المستوى الاستراتيجي التي تدعم الهدف الاستراتيجي وأهداف الأمن في المملكة،  مع تأسيس القدرة على التخطيط طويل المدى المخصص لدعم التخطيط على المستوى الاستراتيجي وتعزيز تأهب القوات من خلال روابط واضحة بين الأهداف الاستراتيجية ونتائج المستوى التشغيلي","وضع وتنقيح الخطط العملياتية المستقبلية
التعاون بقوة مع الجهات الخارجية والمنسوبين الوظيفيين، وتحليل المهام المستقبلية المحتملة ووضع الخطط العملياتية وخطط الطوارئ المناسبة وفقًا لتوجيهات التأهب الاستراتيجي
دعم تطوير الخطط والتوجيهات على المستوى الاستراتيجي
دعم التخطيط على المستوى الاستراتيجي عند التوجيه بذلك، وإجراء التحليل من خلال تقديم المشورة بشأن القدرات والقيود والمفاهيم العملياتية
دعم دمج القدرات الجديدة في القوات الحالية 
 التعاون مع إدارة القوات والقدرات، وقيادة التخطيط للقدرات المستقبلية، والتغييرات التنظيمية وفقًا لمتطلبات العقيدة والتنظيم والتدريب والعتاد والقيادة والتعليم والأفراد والمرافق
إجراء التقييمات لقياس التقدم المحرز مقابل أهداف الحملة والعمليات
إجراء تقييمات شاملة للتقدم المحرز في الحملات والعمليات مقابل الأهداف العملياتية لإفادة القائد عند اتخاذ القرار","النسبة المئوية لمدى قبول الخطط على المستوى الاستراتيجي
نسبة الرضا عن الإسناد على المستوى العملياتي
النسبة المئوية لنجاح تمارين التصديق على القدرات واعتمادها
عدد تقارير المراجعة الاستراتيجية المقدمة",310,,"المسؤوليات الأساسية
وضع توجيهات التخطيط الاستراتيجي وتوجيهات التأهب
إدارة الالتزامات الاستراتيجية بالوزارة وضغوط التزامن
قيادة التخطيط بين الأقسام المختلفة لوضع الخطط العملياتية فيما يتعلق بالعمليات المستقبلية والحالات الطارئة المحتملة
تقييم وتحديث الخطط العملياتية القائمة بالوزارة بشكل مستمر لضمان ملاءمتها 

التمكين
الإشراف على الإدارة الداخلية وسير العمل بالأفرع
ضمان الامتثال لأهداف الوزارة الاستراتيجية وتوجيهات رئيس الجهاز العسكري 
التوجيه بتطوير إستراتيجية الوزارة والتخطيط لتكامل العمليات المستقبلية وحالات الطوارئ المحتملة",تشارك في اللجان العملياتية على مستوى القطاع
31,هيئة الخطط,الخطط العملياتية,قيادة تخطيط الوزارة للعمليات المستقبلية وحالات الطوارئ المحتملة التعاون مع أصحاب المصلحة الاستراتيجيين والخارجيين لترجمة الأهداف الاستراتيجية إلى نتائج على المستوى العملياتي ,,,146,,"مساعدة القائد في تحديد المشاكل العملياتيةمن خلال تصميم العمليات والتخطيط القائم على الفرضيات
قيادة التخطيط متعدد الوظائف من خلال عملية اتخاذ القرار العسكري لتطوير خطط العمليات للتنفيذ المستقبلي
قيادة التخطيط متعدد الوظائف من خلال عملية اتخاذ القرار العسكري لتطوير خطط الطوارئ اللازمة لإفادة وضع التأهب بالوزارة
المشاركة مع شركاء الوزارة الأمنيين للمساعدة في تحديد أدوار الوزارة الداعمة  ",
31,هيئة الخطط,الاستراتيجية العسكرية,استخلاص السياسة العملية من التوجيهات عالية المستوى وإدارة الاتصالات الاستراتيجية اللازمة لتلبية أولويات الوزارة,,,114,,"مراجعة الاستراتيجية لإفادة تقييم الوزارة العسكري
تحديد مخرجات الوزارة مقابل تقارير الأداء السنوية للأمن الوطني في المملكة 
مراجعة السياسات والاستراتيجيات والعمليات والمهام والتكليفات التكتيكية للتأكد من أنها تتناسب مع التوجيه العام رفيع المستوى 
ترجمة السياسة والتوجيه الاستراتيجي إلى مشورة استراتيجية عسكرية للوزارة 
الحفاظ على مفهوم وخطة الاتصالات الاستراتيجية مع قيادة ومسؤولي الوزارة عبر منظومة الأمن الوطني في المملكة ",
31,هيئة الخطط,تكامل القدرات, يعمل تكامل القدرات بشكل وثيق مع إدارة القوات والقدرات لقيادة تخطيط هيئة الأركان لدمج القدرات الجديدة في الوزارة,,,40,," 
قيادة تخطيط هيئة الأركان لتحقيق تكامل القدرات الجديدة عبر العقيدة والتنظيم والتدريب والعتاد والقيادة والتعليم والأفراد والمرافق
ضمان مزامنة تكامل القدرات مع دورة جاهزية القوات",
32,هيئة الاتصالات وأنظمة المعلومات ,هيئة الاتصالات وأنظمة المعلومات ,"تحديد التوجهات والأولويات لتنفيذ ترتيبات مرنة وآمنة للاتصالات بين القوات (المنشآت الثابتة والإشارات المرسلة وأنظمة البيانات)، وتنسيق العمليات الحربية الإلكترونية وإدارة الطيف الترددي لقيادة القوات وتقديم مشورة الخبراء في مجال الإشارات.","تقييم متطلبات الإشارة والاتصالات باستمرار
وضع التوجهات وترتيب الأولويات فيما يتعلق بالاتصالات وأنظمة المعلومات
تقديم المشورة المتخصصة فيما يتعلق بالاتصالات وأنظمة المعلومات
","نسبة قادة العمليات الراضين عن أداء نُظم الاتصالات والمعلومات
نسبة احتياجات نُظم الاتصالات والمعلومات المُخطَّطة، والمقدَّمة للعمليات
نسبة الأهداف الوظيفية التي نجح قسم نُظم الاتصالات والمعلومات في تمكينها
نسبة الرضا عن المشورة المُقدَّمة
",226,,"المسؤوليات الأساسية
تحديد التوجهات والأولويات لتوفير قدرات الاتصالات الآمنة لمنشآت الحرس الوطني الثابتة والقوات المنتشرة
تنسيق عمليات الحروب الإلكترونية، بالتعاون مع عمليات المعلومات (G39)، والاستخبارات العملياتية بالاعتماد على المهمة
إدارة النطاق الترددي للحرس الوطني
تقديم استشارة متخصصة بشأن الإشارة، خصوصًا في التخطيط العملياتي الذي تقوده هيئتا العمليات والتخطيط
 
المسؤوليات المُمكِّنة
الإشراف على الشؤون الإدارية وسير الأعمال داخل الفروع الداخلية
التعاون مع إدارة تقنية المعلومات المؤسسية لوضع سياسات فعالة لأمن المعلومات
تمكين جميع فروع المنسوبين من خلال سياسات إدارة المعلومات الفعالة",تشارك في اللجان العملياتية على مستوى القطاع
32,هيئة الاتصالات وأنظمة المعلومات ,عمليات الاتصالات وأنظمة المعلومات ,"تنسيق متطلبات الاتصالات وأنظمة المعلومات لدى الحرس الوطني، بما يشمل تحديد الأولويات لتنفيذ ترتيبات مرنة وآمنة للاتصالات بين القوات ",,,100,,,
32,هيئة الاتصالات وأنظمة المعلومات ,خطط الاتصالات وأنظمة المعلومات ,"وضع خطط الاتصالات للمهام، بما يشمل خطط التشغيل البيني بالتعاون مع شركاء الوكالات المشتركة والموحدة، وترددات الراديو، وإدارة النطاق الترددي، وإجراءات أمن الاتصالات",,,83,,,
32,هيئة الاتصالات وأنظمة المعلومات ,أمن المعلومات,"وضع وتعميم السياسات والخطط والأوامر ذات الصلة بضمان المعلومات، لتقليل مواطن الضعف التي تستهدفها هجمات الشبكات وتوفير الحماية من الاستغلال والتدهور ونفي الخدمات 
",,,32,,,
33,هيئة التعليم والتدريب,هيئة التعليم والتدريب,"تحديد استراتيجية / سياسة التدريب والتعليم بالوزارة لتلبية أهداف القدرات الإستراتيجية وتلبية متطلبات الأمن في المملكة.  مراجعة مباشرة لبرنامج التدريب وعمليات التحسين للتكيف مع الملاحظات العملياتية.  الإشراف على سلسلة تدريب الحرس الوطني من التدريب الفردي إلى الجماعي لتحقيق أهداف الجاهزية، وتطوير سيناريوهات واقعية لبيئة التدريب، وضمان التحسين المستمر من خلال تطوير العقيدة والتقاط الدروس وتحليلها ","توفير نظام التدريب والتعليم المعياري الذي يحقق أغراض الوزارة ويضمن تأهبها
التحديد الدقيق لسياسات التدريب والتوجيهات اللازمة لتحقيق أهداف الوزارة بناءً على متطلبات الأمن في المملكة
الاستمرار في جمع الدروس المستفادة ونتائج التمارين
جمع وتحليل نتائج التمرين والدروس المستفادة من العمليات على أساس منتظم ونشر التقارير على أصحاب المصلحة
الاستمرار في تحسين العقيدة والتدريب
قيادة التحسين المستمر للعقيدة على أساس مفاهيم القتال المستقبلية، وتكامل القدرات الجديدة، وتحليل الدروس المستفادة
مع ضمان تكامل التشغيل البيني للعمليات المشتركة
تطوير وتنفيذ سيناريوهات تدريب شاملة
وضع سيناريوهات تدريب تتماشى مع احتياجات العمليات المستقبلية والبيئة المشتركة، وضمان التنفيذ الفعال بالتعاون مع الأقسام الأخرى","نسبة المئوية لأحداث وفاعليات التصديق الناجحة
النسبة المئوية للدروس المستفادة التي ينتج عنها حلًا موصى به
النسبة المئوية من العقيدة التي يتم مراجعتها بانتظام
النسبة المئوية من أهداف التمرين التدريبي التي تم تلبيتها
النسبة المئوية للوحدات التي تستوفي معايير الجاهزيه التدريبية",453,,"ضمان الاستمرارية بين التدريب الأولي للمستجدين، وتدريب الفروع المتخصصة، والدورات المهنية، والتدريب الجماعي لتلبية أهداف الجاهزية لدى الوزارة
الإشراف على جميع دورات ومؤسسات التدريب الفردي لدى الوزارة
الإشراف على الاستعانة بالمصادر الخارجية  وجدولة التدريب الجماعي بالوزارة
خلق فرص التدريب الأكثر واقعية الممكنة للتدريب الجماعي بالوزارة
 
التمكين
الإشراف على جميع الأكاديميات والبرامج التعليمية بالوزارة (بما في ذلك كلية الملك خالد العسكرية، وكلية الملك عبدالله بن عبدالعزيز للقيادة والأركان، وغيرها)",تشارك في اللجان العملياتية على مستوى القطاع
33,هيئة التعليم والتدريب,التدريب الفردي," الإشراف على التدريب الفردي بالوزارة، بما في ذلك وضع وتنسيق جداول الدورات التدريبية، وإنشاء سياسات ومعايير التدريب. ",,,95,,"تطوير أهداف التدريب بناءً على المتطلبات
تحديد الأفراد الذين يحتاجون إلى التدريب
تصميم المناهج وفقًا للأهداف / الأولويات
تصميم خطة التدريب وطريقة التقديم والجدول الزمني
تعيين معايير وشروط أداء التدريب",
33,هيئة التعليم والتدريب,التدريب الجماعي,تنسيق وجدولة التدريب الجماعي بالوزارة لتلبية متطلبات الجاهزية ,,,187,,"وضع الجدول الزمني بما يتماشى مع نموذج جاهزية القوات
تفاصيل منهج التدريب الجماعي
دعم تطوير المناهج التفصيلية 
تطوير الجدول الزمني وجدولة الموارد",
33,هيئة التعليم والتدريب,التعليم,"الإشراف على التعليم العسكري المهني والمؤهلات الأكاديمية لموظفي الوزارة، بما في ذلك اختيار وإدارة موظفي البعثات الدراسية",,,30,,,
33,هيئة التعليم والتدريب,العقيدة والمفاهيم,"الإشراف على تطوير ونشر العقيدة عبر الوزارة، وتنسيق الدروس المستفادة من التدريب، وقيادة تطوير المفاهيم بالوزارة وتجربتها",,,71,,,
33,هيئة التعليم والتدريب,استراتيجية التدريب والتعليم,مراجعة احتياجات التدريب ومفاهيم التعليم لضمان توافق محفظة الخدمات مع احتياجات الوزارة والمملكة وشركاء الدفاع والأمن في التحالف على اتساع نطاقه,,,60,,,
34,قيادة التدريب والعقيدة,قيادة التدريب والعقيدة,"دور رئيس قيادة التدريب والمناورات:
قيادة جميع مدارس التدريب التابعة لوزارة الحرس الوطني ودعم التدريب الجماعي ونطاقات التدريب إدارة وتنفيذ التدريب الفردي بوزارة الحرس الوطني ابتداءً من التدريب الأولى وصولًا إلى الدورات التدريبية بالفروع والدورات التدريبية المتخصصة. دعم التدريب الجماعي من خلال أنشطة تدريبية حية وافتراضية وبناءة؟  إدارة نظام تطوير عقيدة وزارة الحس الوطني.","تخطيط أنشطة التدريب الفردي والجماعي وتنفيذها
تخطيط وجدولة وتنفيذ أنشطة التدريب الفردي والجماعي والتصديق لتلبية أهاف الجاهزية لتكوين القوات
تكييف وابتكار التدريبات الفردية/ الجماعية باستمرار
تقييم احتياجات التدريب الفردي والجماعي وتكييف أو تطوير دورات تدريبية جديدة وفقًا لذلك من أجل الوصول إلى درجات جاهزية مرتفعة
دعم التجريب والاختبار من خلال التمارين والتدريب
تنسيق الجهود من أجل إجراء التجارب والاختبارات، بما يتماشى مع خطط وعقيدة التدريب، وتقديم تقارير عن نتائج التجارب والاختبارات
توفير تحديثات في الوقت المناسب ونشر التحديثات ذات الصلة بالعقيدة
التقييم المستمر لاستعداد القوى العاملة والمرافق والمعدات والأنظمة وتنسيق الجهود لرفع الجاهزية (مثل التدريبات، وتطوير أنظمة استدامة المعدات، وما إلى ذلك)","وضع درجات تقييم دورات التدريب والجداول الزمنية (تقييمها بناءً على معايير تتراوح من ""مجدٍ"" إلى ""مقبول"" إلى ""كامل"" إلى ""مناسب"" إلى ""مميز"")
الوقت المنقضي منذ آخر تحديث 
(فيما يتعلق بتدريب محدد)
النسبة المئوية لملاءمة تقييم المفهوم دون الحاجة إلى إعادة الاختبار
حان الوقت لتجسيد العقيدة الجديدة في منتجات ومناهج التدريب
النسبة المئوية للامتثال للعقيدة الجديدة في تمارين التصديق اللاحقة",571,,"المسؤوليات الأساسية
إدارة سلسلة التدريب بوزارة الحرس الوطني، ابتداءً من التدريب الفردي وصولًا إلى التدريب الجماعي
تحليل احتياجات التدريب وتصميم الدورات التدريبية لتلبية متطلبات التدريب بوزارة الحرس الوطني
تقديم الدورات التدريبية الفردية الأساسية والمتخصصة والمهنية في المدارس ومن خلال حزم التدريب المصدرة
تقديم الدعم للتدريب الجماعي في الوحدات والتشكيلات باستخدام المحاكاة القتالية الآلية
تقديم دعم المحاكاة لتدريب قيادة المقرات على إدارة المعارك والتدريب على أنظمة الأسلحة التي تستخدمها أطقم الجنود 
إدارة مكتبة عقيدة وزارة الحرس الوطني ونظام تطوير العقيدة
 
التمكين
الإشراف على الإدارة الداخلية وسير العمل بالأفرع
ضمان الامتثال التشغيلي لسياسات الوزارة وإجراءاتها
التنسيق مع أقسام هيئة الأركان العامة لتحقيق مُخرجات تخطيط الموظفين وتخطيط اللوجستيات، والاتصالات وأنظمة المعلومات ",تشارك في اللجان العملياتية على مستوى القطاع
34,قيادة التدريب والعقيدة,الموظفون,تخطيط وتنسيق دعم الموظفين للأفراد في مقرات ووحدات قيادة التدريب والعقيدة,,,53,,"
تقديم الدعم للموظفين والخدمات اللازمة للمساعدة في تنفيذ الأنشطة الأساسية (على سبيل المثال، التعيينات، والإجازات، والتقييمات، وما إلى ذلك)
تقديم الدعم لعمليات وضع خطط الموظفين العاملين في إدارة التدريب والعقيدة، والتنسيق مع هيئة شؤون الأفراد وموظفي وحدة شؤون الأفراد بوزارة الحرس الوطني",
34,قيادة التدريب والعقيدة,العمليات,تخطيط وتنسيق جميع عمليات والدورات التدريبية التابعة لقيادة التدريب والعقيدة,,,214,,"
تنسيق جميع العمليات الحالية وعمليات التخطيط والدورات التدريبية التابعة لقيادة التدريب والعقيدة من أجل تحقيق المُخرجات الأساسية",
34,قيادة التدريب والعقيدة,التموين والإمداد,تخطيط وتنسيق الدعم اللوجستي لجميع مقرات ووحدات قيادة التدريب والعقيدة,,,68,,"تنفيذ الدعم اللوجستي للمساعدة في الأنشطة الأساسية (على سبيل المثال، الإمداد، والنقل، والصيانة، والإمدادات الداخلية للعسكريين وأسرهم، وما إلى ذلك)
تقديم الدعم اللوجستي لتخطيط عمليات قيادة التدريب والعقيدة، والتنسيق مع إدارة التموين والإمداد ووحدة ضباط التموين والإمداد بوزارة الحرس الوطني",
34,قيادة التدريب والعقيدة,الاتصالات,تخطيط وتنسيق دعم الاتصالات وأنظمة المعلومات لجميع مقرات ووحدات قيادة التدريب والعقيدة,,,36,,"تنفيذ دعم الاتصالات للمساعدة في الأنشطة الأساسية (على سبيل المثال، الصوت، والبيانات، وأمن الشبكات، وما إلى ذلك)
تقديم الدعم الاتصالات وأنظمة المعلومات لجميع عمليات قيادة التدريب والعقيدة، والتنسيق مع إدارة الإشارات والاتصالات ونظم المعلومات ووحدة ضباط الإشارات والاتصالات ونظم المعلومات",
34,قيادة التدريب والعقيدة,العقيدة,إدارة مكتبة العقيدة وتحديثها بأيّ مستجدات تطرأ على نظام تطوير العقيدة,,,200,,*يمكن العثور على تفاصيل إدارة العقيدة في النموذج التشغيلي لإدارة القوات والقدرات,
35,قيادة المناورة,قيادة المناورة,"ممارسة السلطة الفنية على جميع القوات الميكانيكية وقوات المشاة والأمن بوزارة الحرس الوطني لغرض توحيد المعايير الفنية وتوحيد التدريب وتقديم مُدخلات لعملية تطوير القدرات، وتقديم المشورة بشأن إدارة الأفراد في المناصب بالغة الأهمية في القيادة والأقسام الأخرى.","تطوير أنشطة المناورات ووضع خطط الاستدامة
التعاون مع الموظفين على صعيد المستوى التشغيلي بأكمله من أجل وضع خطط تدريب وحدات المناورة ومع إدارة القوات والقدرات من أجل وضع خطط استدامة القدرات
تمكين الجاهزية العالية لقدرات المناورة
تقييم جاهزية القوى العاملة والمعدات والأنظمة بشكل مستمر وتنسيق الجهود لرفع مستوى الجاهزية 
(على سبيل المثال، التدريب، واستدامة المعدات، والصيانة، وما إلى ذلك)
تنظيم معايير وممارسات التدريب لجميع عناصر المناورة
وضع معايير وإجراءات قياس الأداء إجراء عمليات التدقيق والمعاينة لفرض الامتثال لإطار التدريب
تقديم المشورة المتخصصة بشأن قدرات المناورة
تزويد القادة التشغيلين والاستراتيجيين بتوصيات الاستخدام والتطوير من أجل تحسين مُخرجات قوات المناورات لتلبية احتياجات وزارة الحرس الوطني","النسبة المئوية من عمليات التأهيل التي اجتازتها قوات المناورات
عدد قوات المشاة والمشاة الميكانيكي والقدرات الأمنية > 90% من الجاهزية عبر جميع عناصرها
عدد حالات فشل تدقيق عمليات تدريب الوحدات
درجة الرضا بالمشورة المقدمة
النسبة المئوية لمنسوبي المناورات الذين يكملون الدورات التدريبية الرامية إلى تنمية القدرات الشخصية ",194,,"المسؤوليات الأساسية
ممارسة السلطة الفنية على جميع الوحدات الميكانيكية ووحدات المشاة والأمن بوزارة الحرس الوطني والموظفين
توجيه وضمان عقد تدريب متخصص للوحدات الميكانيكية ووحدت المشاة والأمن الفردية والصغيرة (بما يشمل مستوى السرية الميكانيكية/ سرية المشاة/ السرية الأمنية) استعدادًا للتدريب الجماعي على الأسلحة المشتركة الذي تشرف عليه قيادات المناطق 
وضع سياسات فنية موحدة ونشرها والحفاظ عليها لجميع القوات الميكانيكية وقوات المشاة والأمن بوزارة الحرس الوطني 
وضع سياسات فنية موحدة ونشرها والحفاظ عليها لجميع القوات الميكانيكية وقوات المشاة والأمن بوزارة الحرس الوطني 
العمل كمصدر وحيد لتقديم المشورة والمدخلات لبرامج تنمية القدرات التي تغطي قدرات القوات الميكانيكية وقوات المشاة والأمن بوزارة الحرس الوطني 
العمل كمصدر وحيد لتقديم المشورة والمدخلات فيما يتعلق بتعيينات المناصب بالغة الأهمية في قيادة المناورات والمناصب القيادية والمناصب الأخرى بين منسوبي القوات الميكانيكية وقوات المشاة والأمن بوزارة الحرس الوطني 
التمكين
الإشراف على الإدارة الداخلية وسير العمل بالأفرع
التنسيق مع أقسام هيئة الأركان العامة لتحقيق مُخرجات تخطيط الموظفين وتوحيد التدريب",تشارك في اللجان العملياتية على مستوى القطاع
35,قيادة المناورة,الموظفون, تخطيط وتنسيق دعم الموظفين للمنسوبين في الوحدات الميكانيكية ووحدات المشاة والأمن,,,63,,"



 تقديم المشورة لقيادة المناورات والقادة والموظفين فيما يتعلق بتعيينات المنسوبين في الوحدات الميكانيكية ووحدات المشاة والأمن وإحداث أثر في هذا الشأن
تقديم الدعم للموظفين والخدمات اللازمة للمساعدة في تنفيذ الأنشطة الأساسية (على سبيل المثال، التعيينات، والإجازات، والتقييمات، وما إلى ذلك)
تقديم الدعم لعمليات وضع خطط الموظفين العاملين في عمليات المناورات، والتنسيق مع إدارة شؤون الأفراد وضابط شؤون الأفراد بوزارة الحرس الوطني",
35,قيادة المناورة,العمليات والتدريب,تخطيط وتنسيق عمليات تكوين وتدريب قوات الوحدات الميكانيكية ووحدات المشاة الأمن ,,,68,,"









تنسيق أنشطة المناورات الحالية وأنشطة التخطيط والتدريب من أجل تحقيق المُخرجات الأساسية
تنسيق برامج التدريب الفردي بالوحدات لتلبية متطلبات الجاهزية
تنسيق التدريب الجماعي بما يشمل السرية
تنسيق عمليات تسليم الوحدات الميكانيكية ووحدات المشاة والأمن المدربة والجاهزة إلى قيادات المناطق من أجل عقد التدريب الجماعي رفيع المستوى (على مستوى الكتيبة وما فوقها) ومن أجل تنفيذ العمليات",
35,قيادة المناورة,التموين والإمداد وتوحيد المعدات,ضمان سريان معايير مشتركة على المعدات والدعم اللوجسيتي على جميع القدرات الميكانيكية وقدرات المشاة والأمن,,,63,," 
وضع سياسات وإجراءات ترمي إلى توحيد الدعم اللوجستي لقوات المناورات 
وضع سياسات وإجراءات ترمي إلى توحيد عمليات صيانة المعدات والمعايير الفنية بين جميع قوات المناورات
تقديم المشورة المتخصصة بشأن قدرات القوات الميكانيكية وقوات المشاة والأمن
دعم تنمية قدرات القوات الميكانيكية وقوات المشاة والأمن في المستقبل",
36,قيادة إسناد القتال,قيادة إسناد القتال,توفير قدرات التمكين لإسناد المهام القتالية الجاهزة للمهمة وفقًا لتوجيه التأهب,"دعم جاهزية جميع قوات إسناد المهام القتالية التابعة
تقييم جاهزية القوى العاملة والمعدات والأنظمة بشكل مستمر وتنسيق الجهود لرفع مستوى الجاهزية 
(على سبيل المثال، التدريب، واستدامة المعدات، والصيانة، وما إلى ذلك)

مواءمة جهود تكوين القدرات مع التوجيهات التنظيمية
توجيه عمليه توليد القدرات لتلبية الهدف الاستراتيجي لقيادة وزارة الحرس الوطني وتلبية الاحتياجات الأمنية للمملكة
تقديم المشورة بشأن الاحتياجات من قدرات إسناد المهام القتالية وتنميتها
تزويد القادة التشغيلين والاستراتيجيين بتوصيات الاستخدام والتنمية من أجل تحسين مُخرجات قوات إسناد المهام القتالية","عدد قدرات إسناد المهام القتالية> 90% من الجاهزية عبر جميع عناصرها
النسبة المئوية للتعليقات الإيجابية من تمارين الاعتماد
درجة الرضا بالمشورة المقدمة",210,,"المسؤوليات الأساسية
الإشراف على تكوين القوات وإعداد قدرات إسناد المهام القتالية، بما في ذلك برامج التدريب الفردي والجماعي
تعزيز القدرات القتالية لوزارة الحرس الوطني من خلال تحقيق التآزر بين أقسام قيادة إسناد المهام القتالية
توفير مجموعات من قوات إسناد المهام القتالية مُشكلة خصيصًا لدعم قيادات المناطق والألوية في التدريب والعمليات
التحقق من حالة جاهزية قوات إسناد المهام القتالية وتقديم تقارير عنها
تقديم المشورة ومُدخلات خطط قدرات إسناد المهام القتالية بوزارة الحرس الوطني

التمكين
الإشراف على الإدارة الداخلية وسير العمل بالأفرع
التنسيق مع أقسام هيئة الأركان لمواءمة أهداف الجاهزية والمتطلبات التشغيلية",تشارك في اللجان العملياتية على مستوى القطاع
36,قيادة إسناد القتال,الموظفون,تخطيط وتنسيق دعم الموظفين للأفراد المكلفين أو الملحقين بقيادة إسناد المهام القتالية,,,49,,تخطيط وتنسيق دعم الموظفين للأفراد المكلفين أو الملحقين بقيادة إسناد المهام القتالية,
36,قيادة إسناد القتال,الاستخبارات,تقديم التقييمات الاستخباراتية والدعم لعمليات قيادة إسناد المهام القتالية والوحدات المكلفة أو الملحقة,,,33,,تقديم التقييمات الاستخباراتية والدعم لعمليات قيادة إسناد المهام القتالية والوحدات المكلفة أو الملحقة,
36,قيادة إسناد القتال,العمليات,تخطيط وتنسيق جميع تدريبات وعمليات قيادة إسناد المهام القتالية وفقًا لتوجيهات التأهب وأوامر العمليات,,,114,,تخطيط وتنسيق جميع تدريبات وعمليات قيادة إسناد المهام القتالية وفقًا لتوجيهات التأهب وأوامر العمليات,
36,قيادة إسناد القتال,الإمداد والتموين  ,تخطيط وتنسيق الدعم اللوجستي لجميع الوحدات المكلفة أو الملحقة بقيادة إسناد المهام القتالية,,,43,,تخطيط وتنسيق الدعم اللوجستي لجميع الوحدات المكلفة أو الملحقة بقيادة إسناد المهام القتالية,
36,قيادة إسناد القتال,الاتصالات,تخطيط وتنسيق دعم الاتصالات ونظم المعلومات لمقرات قيادة إسناد المهام القتالية والوحدات المكلفة والملحقة بها,,,34,,تخطيط وتنسيق دعم الاتصالات ونظم المعلومات لمقرات قيادة إسناد المهام القتالية والوحدات المكلفة والملحقة بها,
