Id,Pfunction,Function,Mandate,Function Objective,Function KPIs,Resource,المخرجات,Processes,Gov
15,وكالة الشؤون الهندسية والمرافق,الإدارة العامة للمشاريع,القيادة والتعاون مع الشركاء الداخليين والخارجيين لضمان إدارة وتنفيذ مشروع البناء بفعالية وكفاءة,,,76,,"إنتاج التصميم الفني والمبادئ التوجيهية الهندسية، وتوفير المدخلات الفنية في طلبات تقديم العروض ودراسات الجدوى، ودعم وظيفة المشتريات في تقييم العروض الفنية.
قيادة إدارة المشتريات والتعاون معها لإنتاج ومشاركة طلبات العروض التي تعلن عن مشاريع البنية التحتية وطلب العطاءات من المقاولين المؤهلين لإكمالها. 
تولي التخطيط الأولي وتطوير مشاريع البنية التحتية وطلبات تقديم العروض ودراسات الأعمال، ومراقبة/ تتبع تقدم المشروع مع فرق التنفيذ
تطوير التصاميم والمخططات المعمارية والهندسية",
15,وكالة الشؤون الهندسية والمرافق,الادارة العامة للتشغيل والصيانة,مسؤولة عن إدارة الممتلكات من خلال التعامل مع جميع أنشطة إدارة المرافق اليومية والمنتظمة والاستجابة لطلبات الصيانة الخاصة بأراضي وممتلكات وزارة الحرس الوطني,,,37,,"إدارة وتنفيذ أنشطة إدارة المرافق بما في ذلك (التأكد من توفير الاجهزة الخاصة بالأمن والسلامة، وتصريف النفايات، وخدمات التنظيف، وصيانة الحدائق، والمناظر الطبيعية، والتقديمات)
إدارة وتنفيذ أنشطة إدارة المرافق بما في ذلك (الصيانة الوقائية، وخدمات السباكة، والخدمات الكهربائية، والتبريد والتدفئة، صيانة انظمة الامن والصيانة، والصيانة الهيكلية)
إجراء مراجعة منتظمة لأداء إدارة المرافق وتوفير تحسين تشغيلي على مستوى الادارة
الاستجابة لطلبات التعهد والصيانة لجميع أراضي وممتلكات وزارة الحرس الوطني 
ترتيب اولويات أعمال الصيانة من خلال إجراءات فعالة تشمل تخطيط الموارد وتقدير التكاليف  وإدارة الاعمال 
ضمان تحقيق متطلبات الادارة العامة للتشغيل والصيانة خلال دورة حياة المشاريع
رفع الكفاءة التشغيلية لخدمات المرافق من خلال الاسناد الى إجراءات تشغيلية قياسية
تعزيز البنية التحتية للتشغيل والصيانة والخدمات اللوجستية من خلال إدارة فعالة لسلسلة الامدادات
المتابعة والتاكد ان معايير الجودة مدمجة في عمليات",
16,وكالة خدمات الدعم المؤسسي,وكالة خدمات الدعم المؤسسي,توفير الموارد والخدمات من خلال تقديم عمليات فعالة والاستثمار في رأس المال البشري لتمكين العنصر العسكري,"توفير دورة حياة كاملة للموارد البشرية لضمان حصول وزارة الحرس الوطني على العدد المناسب من الموظفين المتحمسين في الدور المناسب، وفي الوقت المناسب
توفير التخطيط المالي الفعال، والإدارة والضمان لدعم أنشطة وزارة الحرس الوطني
إدارة تطوير المحتوى الإعلامي والتواصل لتعزيز سمعة وزارة الحرس الوطني
تقديم خدمات مشتركة فعالة وفي الوقت المناسب لتلبية احتياجات موظفي وزارة الحرس الوطني","عدد مبادرات الموارد البشرية التي يتم إطلاقها سنويا
نسبة الإنفاق الزائد أو الناقص مقارنة بالتوقعات المالية المخطط لها
عدد الحملات الإعلامية التي يتم إطلاقها سنويا
أداء الخدمات المشتركة مقارنة باتفاقية مستوى الخدمة (الوقت والميزانية)
عدد حالات الانتهاك لعمليات الموارد البشرية في السنة
الزمن المحدد لدورة إعداد الميزانية (بالأيام)
نظرة الجمهور إلى وزارة الحرس الوطني مقارنة بالسنوات السابقة
تقييم المستخدمين لدرجة فعالية تقديم الخدمة مقارنة بالأداء السابق",1929,,"المسؤوليات:
الأساسية
توجيه الإدارة من خلال وضع السياسة والخطة والميزانية وأهداف الأداء والمبادئ التوجيهية لعملياتها وأنشطتها 
تخصيص وإدارة وضمان الاستخدام الفعال للموارد عبر الهيكل التنظيمي لدعم أهداف الإدارة
دعم استخدام التخطيط الاستراتيجي للبنية التحتية والتوجيه والأولويات لتحسين اتخاذ القرارات وتركيز الجهود
تمكين تطوير وتقديم برنامج البنية التحتية، بما في ذلك القدرات الجديدة ومشاريع الاستدامة
الإشراف على تنفيذ السياسات من خلال ترتيبات الحوكمة ودعم لجنة الاستحواذ والاستثمار
 
التمكينية
دعم السلامة والأمن والامتثال القانوني للبنية التحتية لوزارة الحرس الوطني
الإشراف على امتثال جميع البنى التحتية لوزارة الحرس الوطني لمعايير الاستدامة
تقديم التوجيه بشأن الإدارة الاستراتيجية لأصول البنية التحتية ومحفظة العقارات، بما في ذلك الإدارة والصيانة والاستحواذ والتأجير والتصرف
دعم توفير خدمات الدعم الأساسية، بما في ذلك تأمين توفير الخدمات الأساسية (مثل الطاقة والمياه والغاز والصرف الصحي)","لجنة التخطيط والاستثمار
لجنة التميز في الخدمات"
16,وكالة خدمات الدعم المؤسسي,الإدارة العامة للموارد البشرية,"التخطيط للدعم المقدم لموظفي وزارة الحرس الوطني وقيادته من خلال دورة حياة التوظيف التي تضمن قوة عاملة متمكنة ومؤهلة ومكافأة على عملها، تمثل التنوع في المملكة العربية السعودية وملتزمة بالدفاع عن الأمة",,,707,,"وضع رؤية واستراتيجية لموظفي وزارة الحرس الوطني
تحديد سياسات الموارد البشرية (على سبيل المثال، إدارة القوى العاملة، التوظيف، التدريب والتطوير، الإدارة المهنية، الانتقال) وتأطير جميع شؤون الموظفين لكل من العسكريين والمدنيين
التشاور مع جميع أصحاب المصلحة المعنيين؛ كل من أولئك الذين يقدمون مهام متعلقة بالموارد البشرية، وأولئك الذين يعتبرون ""مستفيدين""من خدمات الموارد البشرية داخل الوزارة
دعم استراتيجية الوزارة طويلة المدى من خلال توفير خطة القوى العاملة وتمكينها من خلال استراتيجية توظيف وطنية
وضع نظام واضح وشفاف لإدارة المسيرة المهنية لجميع الموظفين بشكل فعال، وتلبية احتياجات كل من الوزارة والموظفين",
16,وكالة خدمات الدعم المؤسسي,الإدارة العامة للمالية,توجيه عملية من الطراز العالمي في الإدارة المالية وإعداد الميزانية للإشراف على الاستقرار المالي للوزارة مع إسداء المشورة المالية لإثراء صناعة القرار,,,276,,"توجيه الإدارة المالية من خلال وضع السياسات والخطط والميزانيات ومستهدفات الأداء ومقاييسه والمبادئ التوجيهية لعمليات الإدارة ونشاطاتها
توجيه موارد الإدارة من خلال تخطيط القوة البشرية وإعداد برامج التعلم والتطوير
توجيه وضع وتنفيذ المعايير والعمليات وإجراءات العمل اللازمة للامتثال للمتطلبات المالية والمحاسبية التشريعية والتنظيمية
توجيه إعداد الميزانية السنوية لوزارة الحرس الوطني وكذلك  التخطيط المالي طويل الأجل
مراقبة تنفيذ  الميزانية السنوية لوزارة الحرس الوطني وإعداد تقارير أداء الميزانية بما يتيح الاطلاع على الإنفاق الفعلي مقابل المخطط
ضمان توفير الدعم المالي والمرئيات المالية لتمكين القيادة من اتخاذ القرارات المالية الرئيسة
ضمان الامتثال للمتطلبات التشريعية والتنظيمية لإعداد التقارير المالية وتزويد الجهات الوطنية المعنية بالقوائم المالية ",
16,وكالة خدمات الدعم المؤسسي,إدارة العلاقات العامة والمراسم,وضع إستراتيجية للتواصل الداخلي والخارجي مع المنظومات داخل وزارة الحرس الوطني او خارجها  وتنفيذها  وتفعيل المراسم والتاكد من تطبيقها بكفاءة للوزارة,,,31,,"المسؤوليات:
الأساسية
توجيه عملية إعداد استراتيجية وسياسات إدارة التواصل الخاصة بوزارة الحرس الوطني
توجيه عملية تحديد أهداف التواصل السنوية والخطة لتحقيق هذه الأهداف
ضمان التوافق مع المبادئ التوجيهية لإدارة التواصل الوطنية
متابعة وتعزيز سمعة وزارة الحرس الوطني على الصعيدين الوطني والدولي
الإشراف على إنتاج مواد التواصل على المستوى التنفيذي للجمهور الداخلي والخارجي (بما في ذلك الخطابات ومواضيع الحوار ومؤتمرات الفيديو)
التمكينية
تقديم دعم مؤثر للتواصل من أجل تحقيق أهداف التواصل الدفاعي الوطني
ضمان تطوير وصيانة مواقع الشبكة الداخلية بوزارة الحرس الوطني والمواقع الإلكترونية عبر الإنترنت",
16,وكالة خدمات الدعم المؤسسي,الإدارة العامة للخدمات المشتركة,توفير خدمات موثوق بها وفعالة مع إدراك الفعالية من خلال التوحيد المستمر للعملية والتحسين والأتمتة لإضافة قيمة لمنظومة وزارة الحرس الوطني,,,580,,"المسؤوليات:
الأساس
توجيه أنشطة وأهداف الخدمات المشتركة لضمان دعم أنشطة وزارة الحرس الوطني بكفاءة وفعالية
توجيه وظيفة الخدمات المشتركة من خلال تطوير سياسة الوظائف والخطة السنوية
تطوير المعلومات الداعمة لإعداد الميزانية وتقديمها إلى وظيفة الشؤون المالية حسب الاقتضاء
توجيه الوظيفة من خلال تحديد أهداف ومقاييس الأداء، والمبادئ التوجيهية لعمليات الوظيفة وأنشطتها 
توجيه الموارد في الوظيفة من خلال تخطيط القوى العاملة وتطوير برامج التعلم والتطوير

التمكين
ضمان تقديم الخدمات المشتركة بفعالية وكفاءة
إدارة العلاقات والوظائف الأخرى في وزارة الحرس الوطني لتقديم الخدمات
مراجعة تقارير الضمان الداخلي، وتوجيه الإجراءات التصحيحية و/أو تصعيد المشكلات حسب الاقتضاء
مراجعة تقارير الأداء وتوجيه الإجراءات التصحيحية
مراجعة واعتماد تحديثات العمليات",
16,وكالة خدمات الدعم المؤسسي,إدارة المشتريات العامة,سيتم تحديثه لاحقا,,,48,,,
16,وكالة خدمات الدعم المؤسسي,مستودعات الخدمات الإدارية,سيتم تحديثه لاحقا,,,29,,,
16,وكالة خدمات الدعم المؤسسي,إدارة الشؤون الاجتماعية والثقافية والرياضية ,سيتم تحديثه لاحقا,,,258,,,
17,وكالة الخدمات الرقمية والتقنية,وكالة الخدمات الرقمية والتقنية,الإشراف على صياغة وتنفيذ استراتيجية تقنية المعلومات والاتصالات بما يتماشى مع استراتيجية الوزارة والتوجه الوطني ومدخلات أصحاب العلاقة الآخرين,"
الحوكمة القوية
بناء نموذج حوكمة قوي مع اللجان وملتقيات الحوار لتعزيز التعاون والتخطيط الداخلي
التركيز على المستخدم
التركيز على مركزية المستخدم والتمكين الوظيفي لتقديم أفضل الخدمات الممكنة
تحسين جودة الخدمة
تحسين جودة الخدمات وكفاءة التسليم من خلال اتباع المنهجيات والعمليات المرنة
توحيد الأصول
توحيد الأصول ودمجها على مستوى الوزارة لتقليل التكلفة
قسم فعال ومستدام
إنشاء قسم مستدام بكفاءة وفعالية كبيرة للخدمة رقمية وتقنية
قوة عاملة جاهزة للمستقبل
تحقيق التميز من خلال صقل مهارات الموارد حول المهارات الأساسية والقدرات التقنية الناشئة","عدد اللجان الداخلية النشطة مقابل المخطط لها
عدد اللجان الخارجية النشطة مقابل المخطط لها
درجة رضا المستخدم
نسبة الامتثال لمتطلبات اتفاقية مستوى الخدمة
النسبة المئوية للتطبيقات المدمجة مقابل المخطط لها
النسبة المئوية لأصول البنية التحتية المدمجة مقابل المخطط لها
النسبة المئوية للتحسن في أداء إدارة تقنية المعلومات الداخلية على أساس سنوي
النسبة المئوية للأشخاص الذين تم تعيينهم مقابل المخطط لهم
نسبة الموظفين المتفرغين الذين أكملوا التدريب والشهادات الإلزامية",1324,,"إبلاغ قيادة الوزارة بأداء الخدمات الرقمية والتقنية وتصعيد المشكلات والحصول على الموافقات
الإشراف على تخطيط وأداء إدارة الخدمات الرقمية والتقنية بما يتماشى مع استراتيجية تقنية المعلومات والاتصالات
إقامة علاقات بناءة مع أقسام الوزارة وضمان التوافق مع متطلبات العمل على مستوى خدمات تقنية المعلومات والاتصالات
ضمان تطوير سياسات ومنهجيات تقنية المعلومات والاتصالات لضمان التوحيد القياسي في عمليات الخدمات الرقمية والتقنية
تحديد السبل لبناء العلاقات مع الجهات الحكومية (على سبيل المثال، وزارة الاتصالات وتقنية المعلومات، هيئة تقنية المعلومات والاتصالات، إلخ ..) لتلقي التوجيه وتحسين عمليات الخدمات الرقمية والتقنية
تشجيع التفكير في التقنيات المبتكرة لتحسين أداء الخدمات الرقمية والتقنية
ضمان الالتزام بالتصاميم المركزية (على سبيل المثال، البنية المؤسسية، إلخ ..) على مستوى جهات تقنية المعلومات والاتصالات لتقليل عمل الإدارات بمعزل عن بعضها البعض
الإشراف على مهام الموردين واختيارهم وتقديم الخدمات المطلوبة",اللجنة الإشرافية للخدمات الرقمية والتقنية
17,وكالة الخدمات الرقمية والتقنية,إدارة التخطيط والبرامج والأداء,سيتم تحديثه لاحقا,,,29,,"تطوير والإشراف على الخطة العامة لتنفيذ الاستراتيجية والخطط السنوية لتقنية المعلومات والاتصالات
وضع الخطط والميزانيات المالية لتقنية المعلومات والاتصالات وتأمين التمويل لاستراتيجيتها ومبادراتها وعملياتها
مراقبة الإنفاق على الخدمات الرقمية والتقنية وتحديد المخاطر المالية والمجالات لزيادة كفاءة الإنفاق
ضمان الامتثال لعمليات وسياسات تقنية المعلومات ومراجعتها وتحديثها بانتظام
الحصول على طلبات تغيير الخدمة / الخدمات الجديدة وتحليلها وتحديد أولوياتها
إدارة ومراجعة محفظة الخدمات والمنتجات بانتظام لضمان تقديم خدمات مجدية اقتصاديًا، والمواءمة مع استراتيجية الخدمات
مراقبة خدمات تقنية المعلومات ومعالجة الأداء بشكل مستمر وإجراء تقييمات منتظمة للنضج
قياس ومراجعة وتقييم مدى نضج خدمات وعمليات تقنية المعلومات والاتصالات بانتظام",
17,وكالة الخدمات الرقمية والتقنية,إدارة الابتكارات الرقمية,"يُمكّن بُعد الابتكار الرقمي من تحقيق الابتكار الرقمي للوزارة، بدءًا من الفكرة وصولًا إلى التنفيذ مع الاستفادة من التقنيات الناشئة",,,13,,"الإشراف على الابتكار وتعزيزه على مستوى جهات تقنية المعلومات والاتصالات بالوزارة
التنسيق مع الجهات الخارجية في المملكة العربية السعودية وغيرها من جهات الدفاع والأمن العالمية لاستنباط أفضل الممارسات والتقنيات المبتكرة التي تتبلور في مشهد الوزارة
تحفيز جهات تقنية المعلومات والاتصالات لتعزيز الابتكار في الأفكار والحلول المبتكرة المقدمة لخدمات الوزارة
 الإشراف على إنشاء وصيانة منصة الابتكار لتوليد الأفكار المبتكرة وتقييمها وتنفيذها بشكل تعاوني
المشاركة في لقاءات الحوار / المنصات لبناء والحفاظ على شراكات مع أطراف خارجية لتحفيز الابتكار
 إدارة تطوير وتنفيذ الأفكار المجربة والممكنة على نطاق واسع",
17,وكالة الخدمات الرقمية والتقنية,إدارة البنية المؤسسية والمعايير,"تضمن البنية المؤسسية والمعايير توافق الأعمال والتقنية على مستوى الوزارة، من خلال الحفاظ على البنية المؤسسية والمعايير الأساسية",,,20,,"الإشراف على البنية المؤسسية والمعايير والامتثال على مستوى جهات تقنية المعلومات والاتصالات بالوزارة بما يتماشى مع استراتيجية تقنية المعلومات والاتصالات وإستراتيجية الوزارة الشاملة وأهداف التقنية
ضمان التحديث المستمر وتصميمات البنية المؤسسية لضمان إمكانية التوسع والتقنيات التطلعية
الإشراف على التصاميم المقترحة للخدمات والتأكد من الامتثال لتصميم ومعايير البنية المؤسسية
العمل كمصدر وحيد للموافقة الهيكلية لجميع تصميمات الخدمة
ابتكار عرض محدث للبنية المؤسسية الحالية والمستهدفة
تحديد طرق تحسين تكاليف تقنية المعلومات وتقليل المخاطر والتعقيد وزيادة قابلية التشغيل البيني
تطوير السياسات والمبادئ التوجيهية والأطر لتوجيه عملية صنع القرار والحفاظ على انتقال متماسك إلى الهيكل المستهدف",
17,وكالة الخدمات الرقمية والتقنية,إدارة التشغيل,سيتم تحديثه لاحقا,,,631,,,
17,وكالة الخدمات الرقمية والتقنية,إدارة تطوير التطبيقات,سيتم تحديثه لاحقا,,,631,,"
بناء وتقديم خدمات تقنية المعلومات والاتصالات لأقسام الوزارة من خلال تحديد متطلبات العمل وتوضيحها لتصميم الأنظمة والحلول التقنية
التخطيط والبدء والإشراف على تنفيذ مشاريع تقنية المعلومات والاتصالات
إدارة تقييم الموردين والتنسيق الداخلي ومراقبة أدائهم
توفير الدعم الفني لمستخدمي الوزارة ومعالجة مشاكلهم، وجمع ملاحظاتهم والإجابة على استفساراتهم
المراقبة والإشراف والمحافظة على مراكز البيانات والخوادم ومساعدات التخزين والشبكات
إدارة أمن تقنية المعلومات وتنفيذ التدابير اللازمة لتقليل المخاطر الأمنية والتأكيد على سياسات وأنظمة الأمن السيبراني
مساعدة أقسام الوزارة من خلال نمذجة وتصور البيانات لتعزيز عملية صنع القرار",
18,وكالة المشتريات والتسليح,وكالة المشتريات والتسليح,يتمثل هدف وحدة ”المشتريات والتسليح“ في تنفيذ عمليات المشتريات والتسليح  لمختلف المعدات والمواد والخدمات بطريقة دقيقة وفي مواعيدها المقررة وبأسعار معقولة من أجل تمكين وزارة الحرس الوطني من تحقيق أهداف مهماتها الحالية والمستقبلية ,"تطوير وتشجيع التميّز المؤسسي من خلال توفير متطلبات التدريب على المشتريات، وإدارة العقود، وإدارة العلاقة مع المورّدين والقبول
تحسين مستوى الأداء من خلال تنفيذ عمليات التسليح بفعالية في كل دورة حياة المشتريات والتسليح وفي الموعد المقرر وضمن الميزانية الموضوعة ووفق المعايير المحددة
تنفيذ الحلول وتقديم الدعم مع التركيز على المتعاملين في الوقت المحدد وفي كل مرة لزيادة قدرة وحدة المشتريات والتسليح والمشتريات العامة على الحصول على القدرات الجديدة
التنسيق مع أصحاب المصلحة الخارجيين وتسهيل الإعداد الداخلي للخطط التي تمكن من تحقيق استراتيجية التسليح والمشتريات طويلة الأجل
تعزيز المرونة في وزارة الحرس الوطني التي تمكّن الوزارة من اختيار المورّدين المحليين، وتطوير العلاقات مع المورّدين المحليين الرئيسيين، ودعم هيئات الشراء الموحد في تنفيذ مبادرات التوطين
ضمان تلبية احتياجات وزارة الحرس الوطني بشكل مطلق من خلال تسجيل متطلبات الوزارة بطريقة مناسبة، ووضع الالتزامات التعاقدية الكافية على المورّدين، وتحليل البضائع والخدمات التي يوفرها المورّدون وتفحصها واختبارها من أجل قبولها.","نسبة منسوبي المشتريات والتسليح والمشتريات العامة الذين حصلوا على دورات تدريب
نسبة النقاط المرحلية للتسليح والمشتريات التي تمت في الوقت المقرر
نسبة توقعات النقاط المرحلية المهمة التي تحققت في موعدها
عدد طلبات تغيير العقود
نسبة إنفاق وزارة الحرس الوطني على المورّدين المحليين
نسبة طلبات المخزون التي تمت تلبيتها في الوقت المطلوب
نسبة عدم الامتثال في استخدام معايير الطلب
نسبة التسليح التي تم تنفيذها ضمن الميزانية
التباين بين الوقت المقرر والوقت الفعلي
نسبة نتائج العقود التي تحققت مقارنة بالخطة
نسبة الطلبات التي تم تمويلها
متوسط المخزون المحتفظ به مقابل مخاطر المهام والقدرات
معدل دوران الموظفين (معدل الموظفين الذين يتركون العمل في الوزارة)
نسبة المتطلبات التي تم توفيرها وقبولها",83,,"إعداد استراتيجيات التسليح، وخطط المشتريات، والميزانية المساندة، بالإضافة إلى السياسات والمعايير المتعلقة بالمشتريات والتسليح
ضمان أداء عمليات الاستحواذ والعقود المدارة لوحدة المشتريات والتسليح
إعداد الاحتياجات من الأنظمة الإلكترونية ومواصفاتها الفنية بما يكفل تحقيق متطلبات القدرات الواردة في خطة القدرات بطريقة كافية
وضع تقدير التكاليف التي تجعل من وزارة الحرس الوطني متعاملاً ذكياً مع تمكين وضع أسعار المناقصات بطريقة فعالة والتفاوض مع المورّدين بفعالية
إعداد العقود التي تضمن حصول الوزارة على القدرات المناسبة من السوق في الموعد المقرر ووفق المعايير الموضوعة مع توفير الأدوات الكفيلة بمعالجة الأداء الضعيف للعقود أو الأخطاء في تنفيذها
إدارة العقود الحيّة لضمان صرف الدفعات بسرعة للمورّدين عند نجاحهم في تسليم البضائع / الخدمات، وكذلك ضمان التعامل مع الأداء الضعيف للمورّدين
التخلص من القدرات عند وصولها إلى نهاية عمرها بتكلفة معقولة وبطريقة آمنة ومضمونة
إعداد برامج التدريب لوحدة المشتريات والتسليح لتمكين العاملين فيها من تحقيق التطور المهني واكتساب المهارات المناسبة من المستويات المناسبة
ترسيخ ثقافة تركز على الخدمات والقدرات العالية والطاقة الاستيعابية العالية","لجنة الاستمثار والتسليح
لجنة التأهيل
لجنة تقييم العروض
لجنة المزايدات المعكوسة
لجنة فتح العروض
لجنة الشراء المباشر
اللجنة الفنية
لجنة المشتريات والتسليح القدرات
 مجموعات عمل القدرات
مجموعات عمل استحواذ القدرات"
18,وكالة المشتريات والتسليح,إدارة تخطيط المشتريات والتسليح,وضع خطة المشتريات والتسليح السنوية والميزانية الداعمة والسياسات والمعايير والعمليات لدعم وحدة المشتريات والتسليح في تنفيذ مهماتها بفعالية وكفاءة,,,6,,"إعداد خطة المشتريات السنوية
توفير مدخلات للخطط الاستراتيجية للقدرات للاستفادة منها في إعداد دراسة الجدوى
إعداد استراتيجية التسليح التي تعمل على تحسين طريقة أداء وحدة المشتريات والتسليح لمهماتها إلى وزارة الحرس الوطني 
إعداد سياسات ومعايير التسليح التي تعمل على تحسين طريقة أداء وحدة المشتريات والتسليح لمهماتها إلى وزارة الحرس الوطني 
تنفيذ المبادرات التي تعمل على تحسين الامتثال لسياسات ومعايير وحدة المشتريات والتسليح ",
18,وكالة المشتريات والتسليح,الإدارة العامة لإسناد المشتريات والتسليح,توفير خدمة المساندة التي تركز على المتعاملين إلى اسناد المشتريات والتسليح في تطوير عقود قوية والإدارة المستمرة للعقود الجارية والدعم التجاري في تطوير استراتيجيات العقود وخطط توفير الموارد وتخطيط المخزون والمساعدة في تقدير التكاليف.,,,58,,"تقديم خدمة تتمحور حول العميل وذات قيمة مضافة لتلبية احتياجات برامج المشتريات والتسليح 
تطوير حالات العمل واستراتيجيات التعاقد وخطط المصادر لعمليات التسليح
وضع تقدير التكاليف لشراء المتطلبات والاستخدام مدى الحياة والتخلص",
18,وكالة المشتريات والتسليح,الإدارة العامة لبرامج المشتريات والتسليح,"الإشراف على تنفيذ دورة حياة التسليح الشاملة وتنسيقها، ومراقبة أداء عمليات التسليح لضمان دعم متطلبات المحفظة بشكل كافٍ",,,15,,"تنفيذ دورة حياة التسليح الشاملة لعمليات المشتريات والتسليح
التأكد من أن عمليات التسليح توفر موارد عالية الجودة في أوقات استجابة معقولة للبرامج وفرق المشاريع المتكاملة الخاصة بها
مراجعة الخطة السنوية وتقديم الملاحظات عليها، والتأكد من أنه تم الحصول على المعرفة المحلية من البرامج عند الحاجة، مما يتيح وضع خطط دقيقة وفعالة من خلال تخطيط المشتريات والتسلح 
تطوير متطلبات النظام ودفع عملية القبول
الإشراف على نموذج شراكة الأعمال مع وحدة اسناد المشتريات والتسليح لتطوير مواد توفير الموارد والعقود وتقدير التكاليف وإدارة العقود",
19,وكالة الشؤون الاستراتيجية والسياسات,وكالة الشؤون الاستراتيجية والسياسات,"قيادة عملية تطوير الاستراتيجية لضمان مواءمة أولويات وزارة الحرس الوطني مع أهداف الأمن الوطني، وقيادة عملية إنشاء النظم والمعايير لدعم أنشطة التخطيط وإدارة الأداء في جميع أنحاء وزارة الحرس الوطني بطريقة تعاونية","التقييم المباشر لاستراتيجيات الأمن الوطني وتوجيهات القيادة لتحديد متطلبات التخطيط الرئيسية 
ضمان مواءمة وتوحيد أولويات وزارة الحرس الوطني، وخاصة الاستثمارات، لقيادة عملية تطوير استراتيجية وزارة الحرس الوطني والتخطيط السنوي
الإشراف والموافقة على العمليات والآليات الموضوعة لدعم تطوير السياسات في المجالات الوظيفية في وزارة الحرس الوطني 
ضمان اعتماد معايير مترابطة لإدارة الأداء داخل وزارة الحرس الوطني","نسبة منجزات التخطيط الرئيسية التي تم استيفاؤها
نسبة الأهداف الاستراتيجية المتوافقة مع أهداف الأمن الوطني
نسبة الأهداف الاستراتيجية التي تحققت
نسبة المجالات الوظيفية في وزارة الحرس الوطني التي لديها مجموعة شاملة من السياسات 
نسبة المخاطر وأوجه القصور القائمة التي تم رفعها في الوقت المناسب إلى القيادة 
نسبة الأهداف الاستراتيجية المتوافقة مع أهداف الأمن الوطني
نسبة الأولويات التي تغطيها الخطط التنظيمية
",172,,"الأساسية
– قيادة المجال الوظيفي من كافة جوانب تطوير الاستراتيجية وتحديد الأولويات والتخطيط لوزارة الحرس الوطني، بناء على التوجيهات الخارجية والقيادية
– التأكد من وجود أهداف واقعية وخطط سنوية عملية إلى جانب إرشادات تمكينية للمجالات الوظيفية في وزارة الحرس الوطني لتحقيق الأهداف الاستراتيجية 
– الإشراف على توفير عمليات السياسة والمبادئ التوجيهية والمتطلبات للمجالات الوظيفية في وزارة الحرس الوطني
–التوجيه بشأن مقاييس الأداء المطلوبة داخل وزارة الحرس الوطني لتأسيس ثقافة صنع القرار القائم على الأداء
– التنسيق مع مكتب إدارة التحول للمواءمة مع متطلبات وخطط التحولات الرئيسية
 
التمكينية
– التأكد من التنسيق الكافي بين المجالات الوظيفية الفرعية وأصحاب المصلحة الرئيسيين المعنيين للاتفاق على الأبعاد المختلفة للتخطيط والتوحيد القياسي وتحديثات الأداء
– التأكد على المجالات الوظيفية في وزارة الحرس الوطني للمبادة في اعتماد العمليات والنظم القياسية التي تم إنشاؤها لتطوير السياسات وإدارة الأداء",لجنة التخطيط والاستثمار 
19,وكالة الشؤون الاستراتيجية والسياسات,الإدارة العامة للتخطيط استراتيجي,"تطوير وإدارة العمليات التعاونية لتحديد استراتيجية وزارة الحرس الوطني وأولوياتها وخططها السنوية، وضمان المساءلة الوظيفية فيما يتعلق بالأهداف المحددة",,,58,,"الأساسية
قيادة المجال الوظيفي من خلال وضع استراتيجية وزارة الحرس الوطني وأولوياتها وخططها السنوية، بما يتماشى مع التوجيهات الخارجية
التأكد من أن الأهداف السنوية لوزارة الحرس الوطني تتماشى مع استراتيجيتها وأولوياتها
الإشراف على إصدار التوجيهات للمجالات الوظيفية من أجل تخطيطها السنوي، بما يتماشى مع استراتيجية وأولويات وزارة الحرس الوطني
التوجيه بشأن التعديلات على الاستراتيجية اللازمة لتحقيق أهداف وزارة الحرس الوطني
التنسيق مع مكتب إدارة المشاريع المؤسسية لضمان توافق المشاريع الرئيسية مع الأهداف الاستراتيجية
 
التمكينية
ضمان جمع المدخلات من القيادة وأصحاب المصلحة الرئيسيين الآخرين بانتظام للمواءمة مع تخطيط وميزانية المبادرات الاستراتيجية
ضمان التعاون مع المجالات الوظيفية ذات الصلة لزيادة مواءمة الخطط الوظيفية مع استراتيجية وزارة الحرس الوطني",
19,وكالة الشؤون الاستراتيجية والسياسات,الإدارة العامة للسياسات,"تطوير وإدارة عملية إعداد سياسة وزارة الحرس الوطني، وضمان اتساق معايير ومتطلبات السياسة، وطلب تحليل السياسة للقيادة",,,52,,"الأساسية
 – قيادة المجال الوظيفي من خلال البحث وتحليل المعلومات لفهم سياسات الأمن الوطني واستراتيجية وزارة الحرس الوطني والمبادئ التوجيهية للوزارات الأخرى وأي تشريعات ذات صلة
–  الإشراف على تطوير وجهات النظر بشأن الموضوعات ذات الصلة بالسياسات بناء على طلب الوزير
–  دعم القيادة والمواءمة والموافقة على السياسات المؤسسية النهائية
–  ضمان التطوير وإدارة مستودع فعال للسياسات
 
التمكينية
– ضمان تطوير المعايير والمبادئ التوجيهية باتباع نهج محدد وواضح
– ضمان تعميم توجيهات السياسة والوثائق ذات الصلة مع جميع المجالات الوظيفية داخل وزارة الحرس الوطني",
