م,اسم السياسة,وصف السياسة,مالك السياسة ,تاريخ النشر,تاريخ المراجعة القادم,رمز السياسة,رقم النسخة
1,سياسة إعداد ميزانية وزارة الحرس الوطني,توضيح الإطار العام لجميع الموظفين المشاركين في الإعداد والإشراف على أنشطة إعداد الميزانية والتخطيط لها في وزارة الحرس الوطني وتحديد المهام والمسؤوليات ونطاق عمل إعداد الميزانية وأهدافها ودورها وتنظيم العمل بين الجهات داخل الوزارة.,الإدارة العامة للميزانية,25-2-2024,25-2-2025,OP-FN-BM-01,1
